Inspection_ID,DBA_Name,AKA_Name,License_#,Facility_Type,Risk,Address,City,State,Zip,Inspection_Date,Inspection_Type,Results
1199256,QDOBA MEXICAN GRILL,QDOBA MEXICAN GRILL,2083429.0,Restaurant,Risk 1 (High),2191 N CLYBOURN AVE ,CHICAGO,IL,60614.0,12/16/2013,Canvass,Out of Business
1151888,GEORGE'S RESTAURANT,GEORGE'S RESTAURANT,15417.0,Restaurant,Risk 1 (High),x3445 S HALSTED ST ,CHICAGO,IL,60608.0,12/16/2013,Canvass,Out of Business
1319962,"BRONZEVILLE COFFEE HOUSE, INC","BRONZEVILLE COFFEE HOUSE, INC",1646897.0,,Risk 3 (Low),528 E 43RD ST ,xCHICAGO,IL,60653.0,12/10/2013,Canvass,Out of Business
1228358,RUBI GROCERY,RUBI GROCERY,2054919.0,Grocery Store,Risk 2 (Medium),1501 W 51ST ST ,CHICAGO,IL,60609.0,12/09/2013,Canvass,Out of Business
1393248,GANNON'S PUBx,GANNON'S PUB,36760.0,Restaurant,Risk 1 (High),4264 N LINCOLN AVE ,CHICAGO,IL,60618.0,12/06/2013,Canvass,No Entry
1375876,MORROCCO'S,MORROCCO'S,1884903.0,Grocery Store,Risk 2 (Medium),8952-8954 S COTTAGE GROVE AVE ,CHICAGO,ILxa,60619.0,12/05/2013,Canvass,Out of Business
1375783,BOSS BAR,BOSS BAR,2185066.0,Restaurant,Risk 1 (High),418-420 N CLARK ST ,CHICAGO,IL,60654.0,12/03/2013,License,Fail
1319942,RITA'S PANCAKE SHOP,RITA'S PANCAKE SHOP,22136.0,,Risk 3 (Low),208 E 51ST ST ,CHICAGO,IL,60615.0,12/03/2013,Canvass,Out of Business
1345702,PRET A MANGER,PRET A MANGER,2068718.0,Restaurant,Risk 1 (High),100 N LA SALLE ST ,CHICAGO,IL,60602.0,12/02/2013,Canvass Re-Inspection,Pass
1319936,SAJA FOODSx,SAJA FOOD,2293220.0,Grocery Store,Risk 2 (Medium),221 E 58TH ST ,xCHICAGO,IL,60637.0,11/29/2013,Canvass,Out of Businessee
1236113,PIZZA HUTx,PIZZA HUT,2293624.0,Restaurant,Risk 2 (Medium),5320 N BROADWAY ,CHICAGO,ILxa,60640.0,11/22/2013,License,Fail
1389263,LITTLE RASCALSx,LITTLE RASCALS,1276218.0,Restaurant,Risk 2 (Medium),4356 W BELMONT AVE ,CHICAGO,IL,60641.0,11/21/2013,Canvass,No Entry
1319918,SAMBO'S,SAMBEE'S,1817403.0,Restaurant,Risk 2 (Medium),x7059 S INDIANA AVE ,CHICAGO,IL,60637.0,11/19/2013,Canvass,Out of Business
1199193,SUBWAYx,,2284133.0,Restaurant,Risk 2 (Medium),1730 W FULLERTON AVE ,CHICAGO,IL,60614.0,11/15/2013,License,Pass
1375394,SPORTSERVICE SOLDIER FIELDx,PANTRY #213,1354323.0,Restaurant,Risk 2 (Medium),1410 S MUSEUM CAMPUS DR ,CHICAGO,IL,60605.0,11/14/2013,Canvass,Out of Business
1367379,BLUE SHARKS,BLUE SHARKS,1974637.0,Restaurant,Risk 2 (Medium),3450 W CHICAGO AVE ,xCHICAGO,IL,60651.0,11/07/2013,Canvass,Out of Business
1372253,UNDERGROUND WONDER BAR,UNDERGROUND WONDER BAR,2147105.0,Restaurant,Risk 2 (Medium),710 N CLARK ST ,CHICAGO,IL,60610.0,11/07/2013,Canvass,No Entryee
1329600,CLUB 40,CLUB 40,42484.0,Restaurant,Risk 2 (Medium),3119 N CENTRAL AVE ,CHICAGO,IL,60634.0,11/06/2013,Canvass,No Entry
1391239,SOPRANOSx,SOPRANOS,61584.0,Restaurant,Risk 1 (High),x2901 N SHEFFIELD AVE ,CHICAGO,IL,60657.0,11/05/2013,Canvass,No Entry
1151758,"DEL TORO, LLC",DEL TORO,2103379.0,Restaurant,Risk 1 (High),2133-2139 S HALSTED ST ,CHICAGO,IL,60608.0,10/28/2013,Canvass,Pass
1370014,Tachin Ice Cream,TACHIN,1980208.0,Restaurant,Risk 2 (Medium),4346 S California AVE ,CHICAGO,ILxa,60632.0,10/28/2013,Canvass,Out of Businessee
1369904,CAFE A' RIANA,CAFE A' RIANA,1169224.0,,Risk 3 (Low),1826 W WILSON AVE ,CHICAGO,IL,60640.0,10/23/2013,Canvass,Out of Business
1369872,HUDSON NEWS,HUDSON NEWS  (T1-B14),2289515.0,Grocery Store,Risk 3 (Low),11601 W TOUHY AVE ,CHICAGO,IL,60666.0,10/22/2013,License,Pass
1369853,LYFE KITCHEN,LYFE KITCHEN,2269546.0,Restaurant,Risk 1 (High),x413-419 N CLARK ST ,CHICAGO,IL,60654.0,10/22/2013,License,Pass
1199148,TWISTED LIZARD,BODEGA BAR DE TACOS,30835.0,Restaurant*,Risk 1 (High),1964 N SHEFFIELD AVE ,CHICAGO,IL,60614.0,10/18/2013,Canvass,Pass w/ Conditions
1369763,OSTERIA DE PIZZA METRO,OSTERIA DE PIZZA METRO,2129491.0,Restaurant,Risk 1 (High),2863 N CLARK ST ,CHICAGO,IL,60657.0,10/17/2013,Canvass,No Entryee
1369638,AUMAQUIS,AUMAQUIS,1620817.0,,Risk 3 (Low),1632 W HOWARD ST ,CHICAGO,ILxa,60626.0,10/11/2013,Canvass,Out of Business
1367320,BOOM FRIED RICE,BOOM FRIED RICE,6698.0,Restaurant,Risk 2 (Medium),x356 S PULASKI RD ,CHICAGO,IL,60624.0,10/07/2013,Canvass Re-Inspection,Pass
1236020,URU-SWATI,URU-SWATI,1695019.0,Restaurant,Risk 1 (High),2629 W DEVON AVE ,CHICAGO,IL,60659.0,10/03/2013,Canvass Re-Inspection,Pass
1369440,DREAM DINNERS,DREAM DINNERS,0.0,RESTAURANT/GROCERY,Risk 1 (High),2124 W BELMONT AVE ,CHICAGO,ILxa,60618.0,10/03/2013,Canvass,Out of Business
1228213,CORK AND KERRY ON 33RDx,CORK AND KERRY,2013348.0,Restaurant,Risk 1 (High),3258 S PRINCETON AVE ,CHICAGO,IL,60616.0,10/01/2013,Canvass,No Entry
1174591,THE HAPPY CRAB,THE HAPPY CRAB,2269815.0,Restaurant,Risk 1 (High),810 W JACKSON BLVD ,xCHICAGO,IL,60607.0,10/01/2013,License Re-Inspection,Pass
1369334,"LA CREPERIE, INC.x",LA CREPERIE,2122.0,Restaurant*,Risk 1 (High),x2845 N CLARK ST ,CHICAGO,IL,60657.0,09/30/2013,Canvass,Out of Businessee
1369286,Eat Fit,Eat Fit,2032064.0,Catering,Risk 1 (High),2826 N LINCOLN AVE ,xCHICAGO,ILxa,60657.0,09/27/2013,Canvass,Out of Businessee
1343477,"Rio Grande Fruit Market, Inc.",Rio Grande Fruit Market,1042285.0,Grocery Store,Risk 2 (Medium),3501 W NORTH AVE ,CHICAGO,IL,60647.0,09/27/2013,Canvass Re-Inspection,Pass
1369269,The Westminster Hot Dogx,The Westminster Hot Dog,2146252.0,Restaurant,Risk 1 (High),1045 W MADISON ST ,CHICAGO,IL,60607.0,09/26/2013,Canvass,Out of Business
1174589,FOREVER YOGURT,FOREVER YOGURT,2288900.0,Restaurant,Risk 2 (Medium),1516 W TAYLOR ST ,xCHICAGO,IL,60607.0,09/26/2013,License,Pass
1369218,CHARM CAFE & PUB,CHARM CAFE & PUB,1577395.0,Restaurant,Risk 1 (High),4630 W LAWRENCE AVE ,CHICAGO,IL,60630.0,09/25/2013,Canvass,Out of Business
1361189,NICK'S BILLIARD ACADEMY,NICK'S BILLIARD,61388.0,Restaurant,Risk 2 (Medium),4445 N PULASKI RD ,CHICAGO,IL,60630.0,09/24/2013,Canvass,No Entry
1345557,QDOBA MEXICAN GRILL #02723,QDOBA MEXICAN GRILL,2129234.0,Restaurant,Risk 1 (High),328 N MICHIGAN AVE ,CHICAGO,IL,60601.0,09/20/2013,Canvass,Out of Business
1345556,ROLY POLY,ROLY POLY,1846650.0,Restaurant,Risk 1 (High),29 S LA SALLE ST ,CHICAGO,IL,60603.0,09/20/2013,Canvass,Out of Business
1099195,LA CABANA DE DON LUISx,LA CABANA DE DON LUIS,1948257.0,Restaurant,Risk 1 (High),5157 N LINCOLN AVE ,CHICAGO,IL,60625.0,09/20/2013,Canvass,Out of Business
1361109,"LAKESHORE RACQUET CLUB, INC.x","LAKESHORE RACQUET CLUB, INC.",1158.0,Restaurant,Risk 1 (High),1320 W FULLERTON AVE ,CHICAGO,IL,60614.0,09/19/2013,Canvass,Out of Business
1072555,PRESTIGE LIQUORS,PRESTIGE LIQUORS,1883995.0,Grocery Store,Risk 3 (Low),7104 S WESTERN AVE ,CHICAGO,IL,60636.0,09/17/2013,Canvass,Out of Business
1365262,"SODEXHO AMERICA, LLC",ZEBI,1678900.0,Restaurant,Risk 1 (High),303 E SUPERIOR ST ,xCHICAGO,IL,60611.0,09/16/2013,Canvass,No Entry
1360865,PRIMO PIZZA INC,PRIMO PIZZA,33440.0,Restaurant,Risk 1 (High),5600 N CLARK ST ,CHICAGO,IL,60660.0,09/12/2013,Canvass Re-Inspection,Passee
1329505,JAVA N MUG,JAVA N MUG,1883753.0,Restaurant,Risk 1 (High),3247 W BRYN MAWR AVE ,CHICAGO,IL,60659.0,09/10/2013,Canvass,Out of Business
1139120,ED DEBEVIC'S,ED DEBEVIC'S,1596021.0,Restaurant,Risk 1 (High),640 N WELLS ST ,CHICAGO,IL,60654.0,09/10/2013,Short Form Complaint,Pass
1139118,THE MOODY BIBLE INSTITUTE OF CHICAGO,VARLEY ROOM -CATERING,19014.0,Restaurant,Risk 1 (High),820 N LA SALLE DR ,CHICAGO,IL,60610.0,09/10/2013,Canvass,Pass
1360810,FOOD FROM SPAIN,FOOD FROM SPAIN,2088229.0,Catering,Risk 1 (High),324 N LEAVITT ST ,CHICAGO,IL,60612.0,09/10/2013,Canvass,Out of Business
1360786,EL JARDIN CAFE,EL JARDIN CAFE,9209.0,Restaurant,Risk 1 (High),3401 N CLARK ST ,CHICAGO,IL,60657.0,09/10/2013,Canvass,Out of Business
1361311,KENDALL COLLEGE,DEVOS KITCHEN ROOM 128,2013962.0,School,Risk 1 (High),900 N NORTH BRANCH ST ,Chicago,IL,60642.0,09/09/2013,Canvass,Out of Business
1166389,POPEYE'S CHICKENx,POPEYE'S CHICKEN,30212.0,Restaurant,Risk 1 (High),5248 W BELMONT AVE ,CHICAGO,IL,60641.0,09/06/2013,Short Form Complaint,Pass
1345511,"BLOCK 37 CTA DONUTS INC.,",DUNKIN DONUTS,2284168.0,Restaurant,Risk 2 (Medium),108 N STATE ST ,CHICAGO,IL,60602.0,09/04/2013,License,Failee
1360638,FRONTERA GRILL/TOPOLOBAMBOx,FRONTERA GRILL,2278795.0,Restaurant,Risk 1 (High),443 - 447 N CLARK ST ,xCHICAGO,ILxa,60654.0,09/03/2013,License,Passee
1305383,MIDWAY LOUNGE,MARISCOS LA DIABLA,2086.0,Restaurant,Risk 1 (High),4222-4224 W 63RD ST ,CHICAGO,IL,60629.0,08/29/2013,Canvass,No Entry
1228129,CHINA WOK,CHINA WOK,2013324.0,Restaurant,Risk 1 (High),x1958 W 35TH ST ,xCHICAGO,IL,60609.0,08/29/2013,Canvass Re-Inspection,Passee
1360591,WRIGLEYVILLE WILD WINGS,ROOKIES,50944.0,Restaurant,Risk 1 (High),3400 N CLARK ST ,CHICAGO,IL,60657.0,08/29/2013,Canvass,Out of Business
1329472,Booil Restaurant,Booil Restaurant,1990863.0,Restaurant,Risk 1 (High),3346 W Bryn Mawr AVE ,CHICAGO,IL,60659.0,08/22/2013,Canvass,No Entry
1228111,FREDDIESx,FREDDIES,26998.0,Restaurant,Risk 1 (High),701 W 31ST ST ,CHICAGO,IL,60616.0,08/20/2013,Canvass,Out of Business
1324621,BOSTON BLACKIES OF RIVERSIDE,BOSTON BLACKIES,1124342.0,Restaurant,Risk 1 (High),120 S RIVERSIDE PLZ ,CHICAGO,IL,60606.0,08/16/2013,Canvass,Out of Business
1360330,FIZZ BAR & GRILL,FIZZ BAR & GRILL,55325.0,Restaurant,Risk 1 (High),x3220 N LINCOLN AVE ,CHICAGO,ILxa,60657.0,08/16/2013,Canvass,No Entryee
1319697,REACH FOR THE STARS CHILD CARE ACADEMY INC,REACH FOR THE STARS CHILD CARE ACADEMY INC,2216067.0,Daycare Above and Under 2 Years*,Risk 1 (High),4248-4252 S DR MARTIN LUTHER KING JR DR ,CHICAGO,IL,60653.0,08/14/2013,License,Fail
1360318,NUNA INC,NUNA INC,86370.0,,Risk 3 (Low),5961 N ELSTON AVE ,CHICAGO,IL,60646.0,08/13/2013,Canvass,Out of Businessee
1361339,TIERRA CALIENTE MARKET,TIERRA CALIENTE MARKET,1769425.0,Grocery Store,Risk 1 (High),1402 N ASHLAND AVE ,CHICAGO,IL,60622.0,08/12/2013,Canvass,Out of Business
1319696,CITGO GAS STATION,CITGO,2036895.0,Grocery Store,Risk 3 (Low),123 E 51 ST ST BLDG ,CHICAGO,IL,60615.0,08/12/2013,Canvass,Out of Business
1151527,BRIDGEPORT PASTY LLC,BRIDGEPORT PASTY LLC,2103846.0,Catering,Risk 1 (High),3322 S MORGAN ST ,CHICAGO,ILxa,60608.0,08/09/2013,Canvass,Out of Business
1151504,L & O HACIENDA,L & O HACIENDA,1593107.0,Restaurant,Risk 1 (High),1854-1856 S BLUE ISLAND ,CHICAGO,IL,60608.0,08/06/2013,Canvass,Out of Business
1358211,CENT & DIV PETROLEUM. INC.,CENT & DIV PETROLEUM. INC.,2270979.0,Grocery Store,Risk 3 (Low),1201 N CENTRAL AVE ,CHICAGO,IL,60651.0,08/05/2013,License,Fail
1354059,YSABEL'S FILIPINO CUISINE,YSABEL'S GRILL ASIAN CUISINE,2013419.0,Restaurant,Risk 1 (High),4908 W Irving Park RD ,CHICAGO,IL,60641.0,08/05/2013,Canvass,Passee
1305368,VIGUS BAGEL DELIx,VIGUS BAGEL DELI,2102735.0,Restaurant,Risk 1 (High),3143 W 51ST ST ,CHICAGO,IL,60632.0,08/02/2013,Canvass,Out of Business
1296500,PIZZA HUT,PIZZA HUT,43681.0,Restaurant,Risk 2 (Medium),8849 S STONY ISLAND AVE ,CHICAGO,ILxa,60617.0,08/01/2013,Canvass,Out of Business
1354008,Auntie Anne's Pretzelsx,Auntie Anne's Pretzels (T2  E/F),1942304.0,Restaurant*,Risk 2 (Medium),11601 W TOUHY AVE ,CHICAGO,IL,60666.0,08/01/2013,Canvass,Pass
1099118,PACIUGO CHICAGO,PACIUGO CHICAGO,2240574.0,Mobile Food Dispenser,Risk 3 (Low),2324 W GIDDINGS ST ,xCHICAGO,IL,60625.0,07/31/2013,License,Pass
1324582,JFMC FACILITIES CORPORATION,JFMC FACILITIES CORPORATION,1739787.0,Restaurant*,Risk 1 (High),30 S WELLS ST ,CHICAGO,IL,60606.0,07/30/2013,Canvass,Pass
1353897,BEST STEAKHOUSE,BEST STEAKHOUSE,7082.0,Restaurant,Risk 1 (High),4570 N BROADWAY ,CHICAGO,IL,60640.0,07/29/2013,Canvass,Out of Business
1151484,FOSS FOOD TRUCKS,FOSS FOOD TRUCKS,2055118.0,Restaurant,Risk 1 (High),2419 W 14TH ST ,CHICAGO,IL,60608.0,07/25/2013,Canvass,No Entryee
1353796,ESTRELLA BLANCA,ESTRELLA BLANCA,2093759.0,Restaurant,Risk 1 (High),x3049 N CICERO AVE ,xCHICAGO,ILxa,60641.0,07/22/2013,Canvass,Out of Business
1353789,Catherine's Place,I'M HUNGRY,1986813.0,Restaurant,Risk 1 (High),4203 W CERMAK RD ,CHICAGO,IL,60623.0,07/22/2013,Canvass Re-Inspection,No Entry
1151462,MAY STREET CAFE,MAY STREET CAFE,1992573.0,Restaurant,Risk 1 (High),1146 W CERMAK RD ,CHICAGO,IL,60608.0,07/22/2013,Canvass,No Entry
1353756,CERMAK PRODUCE NO 3,CERMAK PRODUCE,2245439.0,Grocery Store,Risk 1 (High),4800 W DIVERSEY AVE ,CHICAGO,IL,60639.0,07/19/2013,Complaint Re-Inspection,Passee
1099091,WEST RIVER CAFE,WEST RIVER CAFE,1646219.0,Restaurant*,Risk 1 (High),4400 N KEDZIE AVE ,CHICAGO,IL,60625.0,07/18/2013,Canvass,Pass w/ Conditions
1198961,CARIBOU COFFEEx,CARIBOU COFFEE,52556.0,Restaurant,Risk 2 (Medium),2453 N CLARK ST ,CHICAGO,IL,60614.0,07/17/2013,Canvass,Out of Businessee
1353706,HOT SPOT,HOT SPOT,2103807.0,Restaurant,Risk 2 (Medium),10857 S HALSTED ST ,CHICAGO,IL,60628.0,07/17/2013,Canvass,Out of Businessee
1353679,HOLLYWOOD PANTRY,HOLLYWOOD PANTRY,2240471.0,Grocery Store,Risk 3 (Low),x1301-1303 W HOLLYWOOD AVE ,CHICAGO,ILxa,60660.0,07/16/2013,License,Pass
1353641,IRVING PULASKI SHELL,FOOD MART,2114185.0,Grocery Store,Risk 3 (Low),4000-4010 W IRVING PARK RD ,CHICAGO,ILxa,60641.0,07/12/2013,Canvass,Pass
1198949,SUBWAY,SUBWAY,2103830.0,Restaurant*,Risk 1 (High),2008 N HALSTED ,CHICAGO,IL,60614.0,07/09/2013,Canvass,Out of Business
1353481,MERGUEZ,MERGUEZ,2183826.0,Restaurant*,Risk 1 (High),4801 N MILWAUKEE AVE ,CHICAGO,IL,60630.0,07/03/2013,Canvass,Out of Business
1235865,NEW CHINATOWN BAKERY & COFFEE SHOPx,NEW CHINATOWN RESTAURANT & COFFEE SHOP,1166474.0,Restaurant,Risk 1 (High),1019 1/2 W ARGYLE ST ,CHICAGO,IL,60640.0,07/03/2013,Canvass,Pass
1353460,FRANKINS BAKERY,FRANKINS BAKERY,2189746.0,Bakery,Risk 2 (Medium),4353 W FULLERTON AVE ,xCHICAGO,IL,60639.0,07/02/2013,License Re-Inspection,Pass
1322567,FISHBAR,FISHBAR,2049807.0,Restaurant,Risk 1 (High),x2956 N SHEFFIELD AVE ,xCHICAGO,IL,60657.0,06/28/2013,Suspected Food Poisoning Re-inspection,Pass
1353428,TRAVELLE,LANGHAM CHICAGO,2245371.0,Restaurant,Risk 1 (High),330 N WABASH AVE ,xCHICAGO,IL,60611.0,06/27/2013,License,Fail
1353343,B M P INC CHICAGO,B M P INC CHICAGO,1576648.0,Restaurant,Risk 2 (Medium),1904 E 71ST ST ,CHICAGO,IL,60649.0,06/26/2013,Canvass,Out of Business
1353344,DD'S  SNACK  SHOP,,1981253.0,Grocery Store*,Risk 2 (Medium),1865 E 71st ST ,CHICAGO,IL,60649.0,06/26/2013,Canvass,Out of Business
1198934,ICOSIUM KAFE,ICOSIUM KAFE,1476911.0,Restaurant,Risk 1 (High),x2433 N CLARK ST ,CHICAGO,IL,60614.0,06/25/2013,Canvass,Out of Business
1353253,"JOEY FOOD GROUP, INC.",JOEY FOOD GROUP,2099209.0,Grocery Store,Risk 3 (Low),x5032 W NORTH AVE ,CHICAGO,ILxa,60639.0,06/24/2013,Canvass,Out of Business
1324527,CH DISTILLERY,CH DISTILLERY,2240281.0,Restaurant,Risk 1 (High),x564 W RANDOLPH ST ,CHICAGO,IL,60661.0,06/20/2013,License,Pass
1345336,"DELI-TIME, L.L.C.",CAFE 333.,1948233.0,Restaurant,Risk 1 (High),333 W WACKER DR ,CHICAGO,IL,60606.0,06/20/2013,Canvass,Out of Business
1336114,COLLETTI'S RESTAURANT,COLLETTI'S RESTAURANT,9567.0,Restaurant,Risk 1 (High),5707 N CENTRAL AVE ,CHICAGO,ILxa,60646.0,06/14/2013,Canvass,Failee
1336065,HUNT CLUBx,HUNT CLUB,41355.0,Restaurant,Risk 1 (High),1100-1106 N STATE ST ,CHICAGO,IL,60610.0,06/12/2013,Canvass,Out of Business
1345310,KENMARE CATERING AND EVENTS,KENMARE CATERING AND EVENTS,1842540.0,Restaurant,Risk 2 (Medium),37 S WABASH AVE ,xCHICAGO,IL,60603.0,06/11/2013,Canvass,Out of Business
1335962,HILTON SUITES CHICAGO MAGNIFICENT MILE,HILTON SUITES,1646907.0,Restaurant,Risk 1 (High),198 E DELAWARE PL ,CHICAGO,IL,60611.0,06/07/2013,Canvass Re-Inspection,Pass
1335998,"THE ORIGINAL ROMA, INC.","THE ORIGINAL ROMA, INC.",1937181.0,Restaurant*,Risk 1 (High),6161 N MILWAUKEE AVE ,CHICAGO,IL,60646.0,06/06/2013,Canvass,Out of Business
1335869,KABAB KING GRILL,KABAB KING GRILL,2225641.0,Restaurant,Risk 1 (High),4344 W 63RD ST ,CHICAGO,ILxa,60629.0,06/04/2013,Canvass,Out of Business
1138974,7-ELEVEN,7-ELEVEN,1887364.0,Restaurant*,Risk 2 (Medium),x645 N STATE ST ,xCHICAGO,IL,60654.0,05/30/2013,Canvass,Out of Business
1198883,RANGEx,RANGE,2261809.0,Restaurant,Risk 1 (High),1119-1121 W WEBSTER AVE ,CHICAGO,ILxa,60614.0,05/24/2013,License,Failee
1335727,CHINA STATION INC,CHINA STATION INC,1095307.0,Restaurant*,Risk 1 (High),2411 W NORTH AVE ,CHICAGO,IL,60647.0,05/23/2013,Canvass,Fail
1305297,KOLMAR LOUNGE,KOLMAR LOUNGE,1184.0,,Risk 3 (Low),4535 W MARQUETTE RD ,CHICAGO,ILxa,60629.0,05/20/2013,Canvass,Out of Business
1335619,"KIDS IMAGINATIONS, INC.","KIDS IMAGINATIONS, INC.",2215826.0,Children's Services Facility,Risk 1 (High),5334 S ARCHER AVE ,CHICAGO,ILxa,60632.0,05/17/2013,License,Passee
1335601,BIG BOWLx,BIG BOWL (T5/M7),2192972.0,Restaurant*,Risk 1 (High),11601 W TOUHY AVE ,xCHICAGO,IL,60666.0,05/16/2013,License,Pass
1324461,DOMINO'S PIZZA,DOMINO'S PIZZA,36836.0,Restaurant,Risk 2 (Medium),1234 S CANAL ST ,CHICAGO,IL,60607.0,05/15/2013,Canvass Re-Inspection,Passee
1155034,La Flor Grocery #2,,1987106.0,Grocery Store,Risk 1 (High),10203 S Commercial AVE ,xCHICAGO,IL,60617.0,05/09/2013,Canvass,No Entry
1335432,SAWSAN,SAWSAN,1772312.0,Grocery Store,Risk 3 (Low),3524 W CHICAGO AVE ,CHICAGO,IL,60651.0,05/09/2013,Canvass,Out of Business
1335412,SUBWAYx,SUBWAY,1822500.0,Restaurant,Risk 1 (High),211 W HURON ST ,CHICAGO,IL,60654.0,05/08/2013,Canvass,Pass
1335383,ABHIRUCHI,ABHIRUCHI,2256208.0,Restaurant*,Risk 1 (High),2437 W DEVON AVE ,CHICAGO,IL,60659.0,05/08/2013,License,Fail
1198839,SAIMAI THAI RESTAURANT,,2252961.0,Restaurant,Risk 1 (High),338 W ARMITAGE AVE ,CHICAGO,ILxa,60614.0,05/06/2013,License,Pass
1098963,ANTOJITOS MAJICOS,ANTOJITOS MAJICOS,2245426.0,Restaurant,Risk 2 (Medium),3540 W LAWRENCE AVE ,CHICAGO,IL,60625.0,05/03/2013,License Re-Inspection,Pass
1072397,PIZZA QUE,PIZZA QUE,2064095.0,Restaurant,Risk 1 (High),x1903 W 87TH ST ,CHICAGO,IL,60620.0,05/02/2013,Canvass,Out of Business
1322479,BOUNTIFUL EATERY INC.,BOUNTIFUL EATERY,2158065.0,Restaurant*,Risk 1 (High),3310-3312 N BROADWAY ,xCHICAGO,IL,60657.0,05/02/2013,Complaint Re-Inspection,Pass
1343250,"BEST DOLLAR MARKET, INC.","BEST DOLLAR MARKET, INC.",1959645.0,Grocery Store,Risk 3 (Low),3150 W CERMAK RD ,CHICAGO,IL,60623.0,04/30/2013,Canvass,Out of Businessee
1329269,ASIAN KITCHEN,ASIAN KITCHEN,2060640.0,Restaurant,Risk 1 (High),x6352 W IRVING PARK RD ,CHICAGO,IL,60634.0,04/30/2013,Canvass,No Entry
1072385,CITGO GASx,CITGO GAS,1545015.0,Grocery Store,Risk 3 (Low),6700 S ASHLAND AVE ,CHICAGO,IL,60636.0,04/26/2013,Canvass,Out of Business
1277805,The Violet Hour,The Violet Hour,83111.0,Restaurant,Risk 2 (Medium),1520 N DAMEN AVE ,CHICAGO,IL,60622.0,04/24/2013,Canvass Re-Inspection,Pass
1166287,MR SUBMARINE,MR SUBMARINE,28113.0,Restaurant,Risk 2 (Medium),x3924 N CICERO AVE ,CHICAGO,IL,60641.0,04/24/2013,Canvass,Pass
1327135,MC DONALD'S,MC DONALD'S,1985417.0,Restaurant,Risk 2 (Medium),x10 E CHICAGO AVE ,CHICAGO,ILxa,60611.0,04/23/2013,Complaint Re-Inspection,Passee
1114780,KAI SUSHIx,KAI SUSHI,2252323.0,Restaurant,Risk 1 (High),1255 S STATE ST ,CHICAGO,IL,60605.0,04/23/2013,License,Pass
1322466,THAI THANK YOU,THAI THANK YOU,2252473.0,Restaurant,Risk 1 (High),3248 N LINCOLN AVE ,CHICAGO,IL,60657.0,04/22/2013,License,Pass
1098937,THAI VALLEY RESTAURANT,THAI VALLEY RESTAURANT,83774.0,Restaurant,Risk 1 (High),4600 N KEDZIE AVE ,xCHICAGO,IL,60625.0,04/19/2013,Canvass,Fail
1345219,CARIBOU COFFEE,CARIBOU COFFEE,1577522.0,Restaurant,Risk 2 (Medium),500 W MADISON ST ,CHICAGO,IL,60661.0,04/19/2013,Canvass,Out of Business
1327043,CALIFORNIA FOODS,CALIFORNIA FOODS,1926828.0,,Risk 3 (Low),2058 N CALIFORNIA AVE ,CHICAGO,IL,60647.0,04/18/2013,Canvass,Out of Business
1098932,SU TAQUERIA EL GALLO BRAVO 7,SU TAQUERIA EL GALLO BRAVO 7,2179705.0,Restaurant,Risk 1 (High),3821 W LAWRENCE AVE ,CHICAGO,ILxa,60625.0,04/17/2013,Canvass,Out of Business
1327013,CLUB 505 INC,CLUB 505 INC,7128.0,,Risk 1 (High),13505 S BRAINARD AVE ,CHICAGO,IL,60633.0,04/17/2013,Canvass,Out of Business
1151237,SAINT CAJETAN,SAINT CAJETAN,2224978.0,School*,Risk 1 (High),2447 W 112TH ST ,CHICAGO,IL,60655.0,04/17/2013,Canvass,Pass
1235737,MAGNOLIA CAFE,MAGNOLIA CAFE,1168915.0,Restaurant,Risk 1 (High),1224 W WILSON AVE ,CHICAGO,ILxa,60640.0,04/16/2013,Canvass Re-Inspection,Pass
1326952,MOBIL CAR WASHx,MOBIL CAR WASH,2004106.0,Grocery Store,Risk 3 (Low),11501 S HALSTED ST ,CHICAGO,IL,60628.0,04/15/2013,Canvass,Out of Business
1343210,MADISON FOODx,MADISON FOOD,2097977.0,Grocery Store,Risk 3 (Low),4401 W MADISON ST ,CHICAGO,IL,60624.0,04/12/2013,Canvass,Out of Business
1326840,AY CHIWOWA,AY CHIWOWA,2233265.0,Restaurant,Risk 1 (High),311 W CHICAGO AVE ,CHICAGO,IL,60654.0,04/09/2013,License,Fail
1106485,CITY FRESH MARKET,CITY FRESH MARKET,1479959.0,Grocery Store*,Risk 1 (High),3201 W DEVON AVE ,CHICAGO,ILxa,60659.0,04/09/2013,Canvass Re-Inspection,Pass
1227858,KEY FOOD MARKET,KEY FOOD MARKET,2240288.0,Grocery Store*,Risk 3 (Low),4351 S COTTAGE GROVE AVE ,CHICAGO,IL,60653.0,04/08/2013,License,Pass
1106470,BEATRICE LIQUOR & GROCERY,BEATRICE LIQUOR & GROCERY,42838.0,,Risk 3 (Low),2901 W DEVON AVE ,CHICAGO,IL,60659.0,04/01/2013,Canvass,Out of Business
1326653,ENTERTAINMENT FOOD SVCS. INC.,ENTERTAINMENT FOOD SVCS. INC.,32905.0,Restaurant,Risk 1 (High),230 W NORTH AVE ,CHICAGO,IL,60610.0,04/01/2013,Canvass,Out of Businessee
1326614,TRUMP INTERNATIONAL TOWER,REBAR LOUNGE,2048777.0,Restaurant,Risk 1 (High),401 N WABASH AVE ,CHICAGO,IL,60611.0,03/28/2013,Canvass,Failee
