name,streetAddress,city,state,zipCode,telephone,website,priceRange,categories,ratingValue,neighborhood
happy sushi,8973 Mira Mesa Blvd,San Diego,CA,92126,(858) 536-3178,http://www.happysushisd.com,0,Sushi Bars;Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,3,Mira Mesa;Northeastern San Diego
truluck's seafood steak and crab house,8990 University Center Ln,San Diego,CA,92122,(858) 453-2583,http://www.trulucks.com;http://trulucks.com/lajolla_location.php;http://trulucks.com/pages/la-jolla-california,1,Seafood Restaurants;Take Out Restaurants;Fish & Seafood Markets;Fine Dining Restaurants;Steak Houses;Barbecue Restaurants;Restaurants,5,University City;Northern San Diego
taco surf,4657 Mission Blvd,San Diego,CA,92109,(858) 272-3877,http://www.tacosurftacoshop.com,0,Mexican Restaurants;Caterers;Latin American Restaurants;Mexican & Latin American Grocery Stores;Restaurants,4,Pacific Beach;Northern San Diego
p.f. chang's,4540 La Jolla Village Dr,San Diego,CA,92122,(858) 458-9007,website;Menu;Ordering;Reservations,1,Chinese Restaurants;Restaurants;Asian Restaurants,5,University City;Northern San Diego
nati's mexican restaurant,1852 Bacon St,San Diego,CA,92107,(619) 224-3369,http://www.natis.sandiegan.com;http://natisrestaurant.com,0,Mexican Restaurants;Latin American Restaurants;Take Out Restaurants;Caterers;Food Service Management;Seafood Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,5,Ocean Beach;Western San Diego
world famous,711 Pacific Beach Dr,San Diego,CA,92109,(858) 272-3100,http://www.worldfamouspb.com,0,Seafood Restaurants;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Restaurants,3.5,Mission Beach;Northern San Diego
40 deli,5844 Montezuma Rd,San Diego,CA,92115,(619) 281-4040,http://www.40deli.com,0,Delicatessens;Restaurants,5,College West;Mid-City
blue wave bar & grill,2051 Shelter Island Dr,San Diego,CA,92106,(619) 376-1639,http://www.islandpalms.com/dining.aspx;http://www.islandpalms.com,0,Bar & Grills;Bars;Cocktail Lounges;Breakfast Brunch & Lunch Restaurants;Restaurants,5,La Playa;Western San Diego
the melting pot,8980 University Center Ln,San Diego,CA,92122,(858) 638-1700,http://www.meltingpot.com,1,Restaurants;French Restaurants;Bars;Dessert Restaurants;Fondue Restaurants;Fine Dining Restaurants,5,University City;Northern San Diego
arterra restaurant,11966 El Camino Real,San Diego,CA,92130,(858) 369-6032,http://www.arterrarestaurant.com;http://www.restaurantsindelmar.com,1,American Restaurants;Family Style Restaurants;Japanese Restaurants;Asian Restaurants;Fine Dining Restaurants;Sushi Bars;Bars;Cocktail Lounges;Take Out Restaurants;Caterers;Restaurants,3.5,Carmel Valley;Northern San Diego
pat and oscars,8590 Rio San Diego Dr,San Diego,CA,92108,(619) 295-6200,http://www.patandoscars.com;http://www.breadstick.com;http://osamericankitchen.com,1,American Restaurants;Pizza;Italian Restaurants;Family Style Restaurants;Caterers;Restaurants,5,Mission Valley East;Eastern San Diego
ponces mexican restaurant,4050 Adams Ave,San Diego,CA,92116,(619) 282-4413,http://www.poncesrestaurant.com,0,Mexican Restaurants;Latin American Restaurants;Take Out Restaurants;Caterers;Restaurants,3.5,Kensington;Mid-City
living room cafe,2541 San Diego Ave,San Diego,CA,92110,(619) 325-4445,http://www.livingroomcafe.com;http://livingroomcafe.com/old-town.php,0,Coffee & Espresso Restaurants;Take Out Restaurants;Coffee Shops;Breakfast Brunch & Lunch Restaurants;Cafeterias;Coffee & Tea;Mexican Restaurants;Restaurants,5,Old Town;Western San Diego
jimmy carter's restaurant,3172 5th Ave,San Diego,CA,92103,(619) 295-2070,http://nara.gov;http://jimmycartersmexicancafe.com,0,Mexican Restaurants;Family Style Restaurants;Latin American Restaurants;Take Out Restaurants;Caterers;Restaurants,4.5,Park West;Central San Diego
claire de lune coffee lounge,2906 University Ave,San Diego,CA,92104,(619) 688-9845,http://www.clairedelune.com,0,Coffee & Espresso Restaurants;Bars;Coffee & Tea;Coffee Shops;Bagels;Family Style Restaurants;Take Out Restaurants;Caterers;Restaurants,3.5,North Park;Western San Diego
cafe istanbul,921 6th Ave,San Diego,CA,92101,(619) 544-1700,http://www.cafeistanbulsd.net,1,Coffee Shops;Take Out Restaurants;Hamburgers & Hot Dogs;Caterers;Restaurants,4.5,Core-Columbia;Central San Diego
miramar cafe,7128 Miramar Rd Ste 8,San Diego,CA,92121,(858) 695-9167,http://www.yelp.com/biz/miramar-cafe-san-diego;http://delivery.com;http://miramarcafesd.com,0,Coffee Shops;Restaurants,5,Miramar;Northeastern San Diego
brazil by the hill,3770 Hancock St,San Diego,CA,92110,(619) 692-1410,http://www.brazilbythebay.com,0,Brazilian Restaurants;Latin American Restaurants;Caterers;Restaurants,2,Midway District;Western San Diego
corvette diner,2965 Historic Decatur Road,San Diego,CA,92106,(619) 542-1476,http://www.cohnrestaurants.com/corvettediner;http://cohnrestaurants.com;http://www.dinersd.com;http://corvettediner.com,0,American Restaurants;Hamburgers & Hot Dogs;Take Out Restaurants;Bars;Dessert Restaurants;Family Style Restaurants;Coffee Shops;Taverns;Restaurants,3.5,Midway District;Naval Training Center;Western San Diego
buga korean barbecue restaurant,5580 Clairemont Mesa Blvd,San Diego,CA,92117,(858) 560-1010,http://www.bugabbq.com,1,Korean Restaurants;Asian Restaurants;Restaurants,3,North Clairemont;Northern San Diego
addison at the grand del mar,5200 Grand Del Mar Way,San Diego,CA,92130,(858) 314-1900,http://www.addisondelmar.com,1,Mexican Restaurants;Fine Dining Restaurants;American Restaurants;Breakfast Brunch & Lunch Restaurants;Latin American Restaurants;Restaurants,4,Carmel Valley;Northern San Diego
costa brava,1653 Garnet Ave,San Diego,CA,92109,(858) 273-1218,Email Business,1,Mexican Restaurants;Take Out Restaurants;Mediterranean Restaurants;Spanish Restaurants;Restaurants,2.5,Pacific Beach;Northern San Diego
royal india carmel valley,3860 Valley Centre Dr,San Diego,CA,92130,(858) 792-1111,http://www.royalindiadelmar.com/?gclid=CITfy4_JicUCFRUVjgodaTQALQ,1,Indian Restaurants;Take Out Restaurants;Seafood Restaurants;Caterers;Middle Eastern Restaurants;Asian Restaurants;Restaurants,5,Carmel Valley;Northern San Diego
rockin baja lobster,310 5th Ave,San Diego,CA,92101,(619) 234-6333,http://www.rockinbaja.com;http://appeteasersusa.com,1,Seafood Restaurants;Take Out Restaurants;Caterers;Mexican Restaurants;Restaurants,3.5,Gaslamp;Central San Diego
pam pam,475 Hotel Cir S,San Diego,CA,92108,(619) 298-6515,http://www.dayshotelhc.com;http://bunzsd.com,0,Take Out Restaurants;Restaurants,2,Mission Valley West;Western San Diego
new york giant pizza,750 Beyer Way Ste G,San Diego,CA,92154,(619) 429-8411,http://www.giantnewyorkpizza2.com,1,Pizza;Italian Restaurants;American Restaurants;Sandwich Shops;Restaurants,5,Otay Mesa West;Southern San Diego
buster's beach house & longboard bar,807 W Harbor Dr,San Diego,CA,92101,(619) 233-4300,http://www.bustersbeachhouse.com,1,Seafood Restaurants;Family Style Restaurants;Banquet Halls & Reception Facilities;Take Out Restaurants;Caterers;Mongolian Restaurants;Restaurants,4.5,Marina;Central San Diego
lou & mickey's,224 5th Ave,San Diego,CA,92101,(619) 237-4900,http://www.louandmickeys.com,1,Seafood Restaurants;Steak Houses;Take Out Restaurants;Bar & Grills;Breakfast Brunch & Lunch Restaurants;Restaurants,3.5,Gaslamp;Central San Diego
imperial mandarin restaurant,3904 Convoy St,San Diego,CA,92111,(858) 292-1222,http://imperialmandarin.menutoeat.com,0,Asian Restaurants;Chinese Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Restaurants,2.5,Kearny Mesa;Eastern San Diego
heaven sent desserts,3001 University Ave,San Diego,CA,92104,(619) 793-4758,http://www.heavensentdesserts.com;http://www.heavensentdesserts.net,0,Dessert Restaurants;Bakeries;Ice Cream & Frozen Desserts;Restaurants,4,North Park;Western San Diego
kebab grill,4545 La Jolla Village Dr,San Diego,CA,92122,(858) 457-9999,http://www.kebabcafe.com/index.html;http://kebabcafe.com;http://www.thekebabgrill.com,0,Greek Restaurants;Bar & Grills;Mediterranean Restaurants;Coffee Shops;Take Out Restaurants;Caterers;Restaurants,4,University City;Northern San Diego
sushi ota,4529 Mission Bay Dr,San Diego,CA,92109,(858) 270-5670,http://sushiota.com,0,Sushi Bars;Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Seafood Restaurants;Restaurants,3.5,Pacific Beach;Northern San Diego
thai village,4618 Mission Blvd,San Diego,CA,92109,(858) 270-4991,http://www.thaivillagesandiego.com,0,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,5,Pacific Beach;Northern San Diego
osteria origiano,3650 5th Ave,San Diego,CA,92103,(619) 295-9590,http://www.origanorestaurant.com,1,Restaurants;Italian Restaurants,5,Hillcrest;Western San Diego
luong hai ky,10606 Camino Ruiz Ste 2,San Diego,CA,92126,(858) 578-4888,http://www.luonghaiky.com,0,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Restaurants,1,Mira Mesa;Northeastern San Diego
baci restaurant,1955 Morena Blvd,San Diego,CA,92110,(619) 275-2094,http://www.sandiegobaci.com/menus.php,1,Italian Restaurants;Banquet Halls & Reception Facilities;Take Out Restaurants;Mediterranean Restaurants;Family Style Restaurants;Seafood Restaurants;Restaurants,5,Bay Park;Northern San Diego
azuki sushi,2321 5th Ave,San Diego,CA,92101,(619) 238-4760,http://www.azukisushi.com,1,Sushi Bars;Japanese Restaurants;Asian Restaurants;Bars;Take Out Restaurants;Caterers;Restaurants,5,Park West;Central San Diego
mccormick_& schmick's seafood & steaks,675 L St,San Diego,CA,92101,(619) 645-6545,http://www.mccormickandschmicks.com;http://www.mccormickandschmicks.com/Locations/san-diego-california/LStreet.aspx,1,American Restaurants;Steak Houses;Seafood Restaurants;Restaurants;Hamburgers & Hot Dogs,1,East Village;Central San Diego
di-chan thai restaurant,5535 Clairemont Mesa Blvd,San Diego,CA,92117,(858) 569-0084,http://www.dichanthaifood.com,0,Thai Restaurants;Health Food Restaurants;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Seafood Restaurants;Caterers;Restaurants,2.5,North Clairemont;Northern San Diego
fleming's prime steakhouse & wine bar,8970 University Center Ln,San Diego,CA,92122,(858) 535-0078,http://www.flemingssteakhouse.com/locations/ca/la-jolla,1,American Restaurants;Steak Houses;Restaurants;Wine Bars,5,University City;Northern San Diego
sushi hut express,5624 Mission Center Rd,San Diego,CA,92108,(619) 688-9214,http://www.sushi-hut.com/index.htm;http://www.sushi-hut.com/restaurant-sushi-hut.htm;http://sushi-hut.com;http://www.sushihuts.com,0,Sushi Bars;Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,1,Mission Valley East;Eastern San Diego
umi sushi,2806 Shelter Island Dr,San Diego,CA,92106,(619) 226-1135,http://www.umisushisandiego.com,1,Sushi Bars;Japanese Restaurants;Health Food Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,4,Roseville - Fleet Ridge;Western San Diego
broken yolk cafe,355 6th Ave,San Diego,CA,92101,(619) 338-9655,http://thebrokenyolkcafe.com,0,Cafeterias;Breakfast Brunch & Lunch Restaurants;Mexican Restaurants;Take Out Restaurants;Restaurants,3,East Village;Central San Diego
cafe athena,1846 Garnet Ave,San Diego,CA,92109,(858) 274-1140,http://www.cafeathena.com,0,Mediterranean Restaurants;Middle Eastern Restaurants;Caterers;Take Out Restaurants;Seafood Restaurants;Greek Restaurants;Breakfast Brunch & Lunch Restaurants;Cafeterias;Restaurants,4.5,Pacific Beach;Northern San Diego
corner bakery cafe,1025 Camino De La Reina Ste 3,San Diego,CA,92108,(619) 692-0423,http://www.cornerbakerycafe.com,0,Restaurants;American Restaurants;Sandwich Shops;Coffee Shops;Breakfast Brunch & Lunch Restaurants;Coffee & Tea;Coffee & Espresso Restaurants,4,Mission Valley East;Eastern San Diego
loving hut,1905 El Cajon Blvd,San Diego,CA,92104,(619) 683-9490,http://www.lovinghut.us/sandiego,0,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,5,University Heights;Western San Diego
point break cafe,2743 Shelter Island Dr,San Diego,CA,92106,(619) 758-9870,http://www.pointbreakcafe.com,1,Coffee & Espresso Restaurants;Bars;American Restaurants;Breakfast Brunch & Lunch Restaurants;Coffee & Tea;Coffee Shops;Cafeterias;Take Out Restaurants;Restaurants,5,La Playa;Western San Diego
the mission,2801 University Ave,San Diego,CA,92104,(619) 220-8992,http://www.themissionsd.com;http://www.chinolatino.com;http://www.themissionnp.signonsandiego.com,0,Breakfast Brunch & Lunch Restaurants;Bakeries;Mexican Restaurants;American Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,4.5,North Park;Western San Diego
choice of mandarin,10645 Tierrasanta Blvd Ste F,San Diego,CA,92124,(858) 268-0979,http://www.choiceofmandarin.com/index.html;http://choiceofmandarin.com,0,Chinese Restaurants;Take Out Restaurants;Caterers;Asian Restaurants;Restaurants,4.5,Tierrasanta;Eastern San Diego
kansas city barbeque,600 W Harbor Dr,San Diego,CA,92101,(619) 231-9680,http://www.kcbbq.net;http://www.kcbbq.net/contact,1,Barbecue Restaurants;Bars;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Caterers;Taverns;Restaurants,3.5,Marina;Central San Diego
jyoti bihanga,3351 Adams Ave,San Diego,CA,92116,(619) 282-4116,http://www.jyotibihanga.com,0,Asian Restaurants;Take Out Restaurants;Restaurants,5,Normal Heights;Mid-City
outback steakhouse,1640 Camino Del Rio N Ste 125,San Diego,CA,92108,(619) 294-8998,http://www.outbacksteakhouse.com,0,Barbecue Restaurants;Steak Houses;Restaurants;Take Out Restaurants;Family Style Restaurants;Hamburgers & Hot Dogs,3.5,Mission Valley East;Eastern San Diego
fish market restaurant,2401 Fenton Pkwy,San Diego,CA,92108,(619) 232-8862,http://thefishmarket.com,1,Seafood Restaurants;Restaurants,4,Mission Valley East;Eastern San Diego
mignon pho + grill,3860 Convoy St,San Diego,CA,92111,(858) 278-0669,http://www.sandiegopho.com,0,Vietnamese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,4,Kearny Mesa;Eastern San Diego
mr rudy berto's taco shop,3202 Mission Blvd,San Diego,CA,92109,(858) 488-1610,http://www.robertostacoshop.com,0,Mexican Restaurants;Latin American Restaurants;Restaurants,4,Mission Beach;Northern San Diego
fat fish cantinagrill,4474 Mission Blvd,San Diego,CA,92109,(858) 490-2877,http://www.fatfishcantinagrill.com,0,Mexican Restaurants;Bars;Bar & Grills;Latin American Restaurants;Seafood Restaurants;Take Out Restaurants;Caterers;Restaurants,2.5,Pacific Beach;Northern San Diego
landini's pizzeria,1827 India St,San Diego,CA,92101,(619) 238-3502,http://www.landinispizzeria.com,1,Pizza;Food Delivery Service;Italian Restaurants;Restaurants,1,Little Italy;Central San Diego
kitima,406 University Ave,San Diego,CA,92103,(619) 298-2929,http://kitimaextraordinarythai.com,1,Thai Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,3.5,Hillcrest;Western San Diego
osteria panevino,722 5th Ave,San Diego,CA,92101,(619) 595-7959,http://www.osteriapanevino.com,1,Wine Bars;Dessert Restaurants;Restaurants;Italian Restaurants,4,Gaslamp;Central San Diego
morton's the steakhouse,285 J St,San Diego,CA,92101,(619) 696-3369,http://www.mortons.com,0,Steak Houses;Restaurants;Banquet Halls & Reception Facilities,4,Marina;Central San Diego
denny's,2445 El Cajon Blvd,San Diego,CA,92104,(619) 298-7046,http://locations.dennys.com/CA/SAN-DIEGO/246265,0,American Restaurants;Hamburgers & Hot Dogs;Breakfast Brunch & Lunch Restaurants;Restaurants;Family Style Restaurants,5,North Park;Western San Diego
canada steak burger,3604 University Ave,San Diego,CA,92104,(619) 283-4345,http://www.canadasteakburger.com,0,Hamburgers & Hot Dogs;American Restaurants;Restaurants,5,City Heights;Corridor;Mid-City
cafe lulu,419 F St,San Diego,CA,92101,(619) 238-0114,http://www.cafelulusd.com,0,Coffee Shops;Restaurants,1,Gaslamp;Central San Diego
denny's,9898 Mira Mesa Blvd,San Diego,CA,92131,(858) 578-9090,http://locations.dennys.com/CA/SAN-DIEGO/248175,0,American Restaurants;Hamburgers & Hot Dogs;Breakfast Brunch & Lunch Restaurants;Restaurants;Family Style Restaurants,2.5,Scripps Ranch;Northeastern San Diego
tonys giant pizzaria,4973 Diane Ave,San Diego,CA,92117,(858) 268-7700,http://tonysgiantpizzeriaonline.com,1,Pizza;Take Out Restaurants;American Restaurants;Sandwich Shops;Restaurants,1,North Clairemont;Northern San Diego
kous kous moroccan bistro,3940 4th Ave,San Diego,CA,92103,(619) 295-5560,http://www.kouskousrestaurant.com,0,Mediterranean Restaurants;Continental Restaurants;African Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,5,Hillcrest;Western San Diego
urban plates,12857 El Camino Real,San Diego,CA,92130,(858) 509-1800,http://www.urbanplates.com,1,Family Style Restaurants;Take Out Restaurants;Caterers;Bars;American Restaurants;Continental Restaurants;Taverns;Restaurants,5,Carmel Valley;Northern San Diego
lolita's taco shop,7305 Clairemont Mesa Blvd,San Diego,CA,92111,(858) 874-7983,http://www.lolitasmexicanfood.com,0,Mexican Restaurants;Latin American Restaurants;Take Out Restaurants;Caterers;Restaurants,5,Kearny Mesa;Eastern San Diego
trattoria fantastica,1735 India St,San Diego,CA,92101,(619) 234-1735,http://www.trattoriafantastica.com,1,Italian Restaurants;Pizza;Bar & Grills;Family Style Restaurants;Breakfast Brunch & Lunch Restaurants;Bars;Mediterranean Restaurants;Taverns;Restaurants,3,Little Italy;Central San Diego
rama thai,327 4th Ave,San Diego,CA,92101,(619) 501-8424,http://www.ramarestaurant.com,1,Thai Restaurants;Caterers;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,2.5,Gaslamp;Central San Diego
p.f. chang's,7077 Friars Rd,San Diego,CA,92108,(619) 260-8484,website;Menu;Ordering;Reservations,1,Chinese Restaurants;Restaurants;Asian Restaurants,3.5,Mission Valley West;Western San Diego
extraordinary desserts,2929 5th Ave,San Diego,CA,92103,(619) 294-2132,http://www.extraordinarydesserts.com,1,Dessert Restaurants;Ice Cream & Frozen Desserts;Breakfast Brunch & Lunch Restaurants;Bakeries;Restaurants,3.5,Park West;Central San Diego
chili's grill & bar,3665 N Harbor Dr # 1,San Diego,CA,92101,(619) 231-5100,http://www.chilis.com,0,Restaurants;Bars;Take Out Restaurants;American Restaurants;Barbecue Restaurants;Mexican Restaurants;Bar & Grills;Family Style Restaurants,5,Midway District;Western San Diego
the oceanaire seafood room,400 J St,San Diego,CA,92101,(619) 858-2277,http://theoceanaire.com,1,Seafood Restaurants;Fine Dining Restaurants;Steak Houses;Restaurants,4,Gaslamp;Central San Diego
hillcrest sandwich co,3780 5th Ave Ste 1,San Diego,CA,92103,(619) 293-0248,http://www.hillcrestsandwich.com,0,Sandwich Shops;Take Out Restaurants;Caterers;Delicatessens;Restaurants,5,Hillcrest;Western San Diego
pho sao bien vietnamese restaurant,1958 Garnet Ave,San Diego,CA,92109,(858) 272-9612,http://www.ieatpho.com,0,Restaurants;Asian Restaurants;Vietnamese Restaurants,2,Pacific Beach;Northern San Diego
jsix,616 J St,San Diego,CA,92101,(619) 531-8744,http://www.jsixrestaurant.com;http://sdsausagefest.com;http://www.jsixsandiego.com,0,Breakfast Brunch & Lunch Restaurants;Caterers;American Restaurants;Bar & Grills;Seafood Restaurants;Restaurants,3.5,East Village;Central San Diego
abbey's bbq,9353 Clairemont Mesa Blvd,San Diego,CA,92123,(858) 279-7427,http://www.abbeysrealbbq.com,1,Barbecue Restaurants;Take Out Restaurants;Caterers;Restaurants,4.5,Kearny Mesa;Eastern San Diego
jalisco cafe,1669 Palm Ave,San Diego,CA,92154,(619) 575-4955,http://www.jaliscocafe.com,0,Mexican Restaurants;Breakfast Brunch & Lunch Restaurants;Cafeterias;Latin American Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,4,Egger Highlands;Southern San Diego
long island mike pizza,5250 Murphy Canyon Rd Ste 116,San Diego,CA,92123,(858) 569-7499,http://www.longislandmikespizza.com,1,Pizza;Take Out Restaurants;Caterers;Restaurants,1,Kearny Mesa;Eastern San Diego
la bastide bistro,10006 Scripps Ranch Blvd Ste 104,San Diego,CA,92131,(858) 577-0033,http://www.labastidebistro.com,1,French Restaurants;Continental Restaurants;Breakfast Brunch & Lunch Restaurants;Caterers;Restaurants,4,Scripps Ranch;Northeastern San Diego
andres' cuban & puerto rican restaurant,1235 Morena Blvd,San Diego,CA,92110,(619) 275-4114,http://andresbanquet.com;http://www.andresrestaurantsd.com,1,Cuban Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Latin American Restaurants;Caribbean Restaurants;Restaurants,4.5,Morena;Western San Diego
lael's restaurant,1 Market Pl,San Diego,CA,92101,(619) 358-6740,http://www.sallyssandiego.com;http://manchestergrand.hyatt.com/hyatt/hotels/entertainment,1,Family Style Restaurants;Take Out Restaurants;Restaurants,5,Marina;Central San Diego
yard house,1023 4th Ave,San Diego,CA,92108,(619) 233-9273,http://www.yardhouse.com,0,Restaurants;American Restaurants;Sports Bars,4,Core-Columbia;Central San Diego
fig tree cafe,5119 Cass St,San Diego,CA,92109,(858) 274-2233,http://www.figtreeeatery.com;http://figtreecafepb.com,0,Take Out Restaurants;Caterers;Restaurants,5,Pacific Beach;Northern San Diego
cremolose,840 5th Ave Ste 100,San Diego,CA,92101,(619) 233-9900,http://cremolosesd.com,1,Italian Restaurants;Mediterranean Restaurants;Restaurants,5,Gaslamp;Central San Diego
bare back grill,4640 Mission Blvd,San Diego,CA,92109,(858) 274-7117,http://www.barebackgrill.com,0,Hamburgers & Hot Dogs;American Restaurants;Sandwich Shops;Restaurants,4.5,Pacific Beach;Northern San Diego
mimi's cafe,5180 Mission Center Rd,San Diego,CA,92108,(619) 491-0284,http://www.mimiscafe.com,1,French Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants;American Restaurants,2.5,Mission Valley East;Eastern San Diego
starlite,3175 India St,San Diego,CA,92103,(619) 358-9766,http://www.starlitesandiego.com,1,American Restaurants;Bars;Cocktail Lounges;Night Clubs;Bar & Grills;Restaurants,5,Midtown;Western San Diego
ra sushi,474 Broadway,San Diego,CA,92101,(619) 321-0021,http://www.rasushi.com,1,Japanese Restaurants;Sushi Bars;Restaurants,3,Gaslamp;Central San Diego
harbor house seafood restaurant,831 W Harbor Dr,San Diego,CA,92101,(619) 232-1141,http://www.harborhouse-sandiego.com;http://edgewatergrill.com;http://www.harborhousesd.com,1,Seafood Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,3,Marina;Central San Diego
mister sushi,1535 Garnet Ave,San Diego,CA,92109,(858) 581-2664,http://www.mistersushi.com,0,Sushi Bars;Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,5,Pacific Beach;Northern San Diego
mama cella's,16707 Bernardo Center Dr,San Diego,CA,92128,(858) 613-7770,http://www.mamacellas.com,1,Pizza;Take Out Restaurants;Caterers;Italian Restaurants;Restaurants,4,Rancho Bernardo;Northeastern San Diego
royal india,329 Market St,San Diego,CA,92101,(619) 269-9999,http://www.royalindia.com;http://thekebabgrill.info,1,Indian Restaurants;Seafood Restaurants;Middle Eastern Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,4.5,Marina;Central San Diego
charisma,142 University Ave,San Diego,CA,92103,(619) 209-3636,http://www.charismacucinaitaliana.com,1,Italian Restaurants;Take Out Restaurants;Mediterranean Restaurants;Restaurants,5,Hillcrest;Western San Diego
bonnie jean's soul food cafe,1964 54th St,San Diego,CA,92105,(619) 262-8854,http://www.bonniejeanssoulfood.com,0,Soul Food Restaurants;American Restaurants;Take Out Restaurants;Caterers;Restaurants,3,Oak Park;Mid-City
thai island,1134 7th Ave,San Diego,CA,92101,(619) 232-7576,http://thaiisland.com,0,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,4.5,Core-Columbia;Central San Diego
the coffee bean & tea leaf,160 W Broadway,San Diego,CA,92101,(619) 238-8047,http://coffeebean.com,1,Coffee Shops;Coffee & Tea;Coffee & Espresso Restaurants;Restaurants,5,Core-Columbia;Central San Diego
bombay coast,4705 Clairemont Dr Ste G,San Diego,CA,92117,(858) 270-0309,http://www.bombaycoast.com/home.html,0,Middle Eastern Restaurants;Indian Restaurants;Vegetarian Restaurants;Caterers;Asian Restaurants;Restaurants,4.5,North Clairemont;Northern San Diego
einstein bros bagels,420 Robinson Ave Ste B,San Diego,CA,92103,(619) 295-1510,http://www.einsteinbros.com,0,Bagels;Breakfast Brunch & Lunch Restaurants;Restaurants,5,Hillcrest;Western San Diego
milo's pizza & subs,6686 El Cajon Blvd,San Diego,CA,92115,(619) 462-6456,http://www.milospizza.com,1,Pizza;Sandwich Shops;Take Out Restaurants;Caterers;Family Style Restaurants;Delicatessens;Restaurants,5,College East;Mid-City
bull's smokin' bbq,1127 W Morena Blvd,San Diego,CA,92110,(619) 276-2855,http://www.bullssmokinbbq.com,1,Barbecue Restaurants;Restaurants,4,Morena;Western San Diego
noodles & company,3650 Rosecrans St,San Diego,CA,92110,(619) 223-3200,http://www.noodles.com,0,Restaurants;Asian Restaurants,5,Midway District;Western San Diego
nozomi noodle & teriyaki,4637 Convoy St,San Diego,CA,92111,(858) 569-7773,http://nozomisushiandteriyaki.menutoeat.com;http://nozomisushiandteriyakimenu.info,1,Sushi Bars;Asian Restaurants;Take Out Restaurants;Caterers;Japanese Restaurants;Restaurants,4,Kearny Mesa;Eastern San Diego
caffe italia,1704 India St,San Diego,CA,92101,(619) 234-6767,http://caffeitaliadavis.com;http://caffeitalialittleitaly.com,1,Coffee & Espresso Restaurants;Delicatessens;Coffee Shops;Take Out Restaurants;Coffee & Tea;Italian Restaurants;Breakfast Brunch & Lunch Restaurants;Cafeterias;Restaurants,5,Little Italy;Central San Diego
surfside sushi,4527 Mission Blvd,San Diego,CA,92109,(858) 273-2979,http://surfsidesd.com,0,Sushi Bars;Asian Restaurants;Japanese Restaurants;Restaurants,5,Pacific Beach;Northern San Diego
pb sushi,1203 Garnet Ave,San Diego,CA,92109,(858) 274-9755,http://www.pbsushi.net,1,Sushi Bars;Take Out Restaurants;Seafood Restaurants;Caterers;Japanese Restaurants;Asian Restaurants;Restaurants,3.5,Pacific Beach;Northern San Diego
bolsa restaurant,9225 Mira Mesa Blvd Ste 118,San Diego,CA,92126,(858) 693-3663,http://bolsa.menutoeat.com;http://gplus.to/Bolsa,0,Family Style Restaurants;Take Out Restaurants;Caterers;Restaurants,5,Mira Mesa;Northeastern San Diego
94th aero squadron,8885 Balboa Ave,San Diego,CA,92123,(858) 492-7987,http://www.94thaerosquadron.signonsandiego.com/;http://www.94thsandiego.com,1,American Restaurants;Restaurants;Banquet Halls & Reception Facilities;Cocktail Lounges;Wedding Reception Locations & Services;Steak Houses;Restaurant Menus;Party Planning;Wedding Supplies & Services,3,Kearny Mesa;Eastern San Diego
bangkok spices thai restaurant,3755 Murphy Canyon Rd,San Diego,CA,92123,(858) 277-8424,http://www.bangkok-spices.com,0,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,4,Eastern San Diego;Kearny Mesa
ramiro's taco shop,4525 Mission Blvd,San Diego,CA,92109,(858) 273-5227,http://ramirostacoshop.menutoeat.com,0,Mexican Restaurants;Latin American Restaurants;Restaurants,5,Pacific Beach;Northern San Diego
de medici cucina italiana,815 5th Ave,San Diego,CA,92101,(619) 702-7228,http://demedicisandiego.com,1,Italian Restaurants;Mediterranean Restaurants;Seafood Restaurants;Restaurants,4,Gaslamp;Central San Diego
